anio,region_deis,jurisd_deis,nivel,total_count,total_pop,value,lowercl,uppercl
2015,Cuyo,Mendoza,GC1,1513,3771102,42.3404749287669,40.2315160241572,44.5312125182953
2016,Cuyo,Mendoza,GC1,1563,3814090,42.6440402316502,40.553996954282,44.8137945873244
2017,Cuyo,Mendoza,GC1,1702,3856608,45.2326264809224,43.107654973245,47.4351937873907
2018,Cuyo,Mendoza,GC1,1387,3898586,36.1253968182212,34.2475620647125,38.079355305856
2019,Cuyo,Mendoza,GC1,1659,3939964,42.2968400167777,40.2837580547715,44.384397745689
2020,Cuyo,Mendoza,GC1,1884,3980676,46.9919898931332,44.8913506729331,49.1654650579468
2021,Cuyo,Mendoza,GC1,1920,4020726,46.5051023632649,44.4450307079735,48.6359178707303
2022,Cuyo,Mendoza,GC1,1864,4060122,43.8699493441568,41.8973326309618,45.9113359985887
2023,Cuyo,Mendoza,GC1,1737,4098822,39.9525571624906,38.0907858802953,41.8816111341573
2010,Cuyo,Mendoza,GC2,1236,3549474,39.3247086917904,37.1614003701003,41.5810380622517
2011,Cuyo,Mendoza,GC2,1279,3594470,39.5647444988534,37.4244544279398,41.795469561396
2012,Cuyo,Mendoza,GC2,1310,3639216,39.5465289838025,37.432338025706,41.7489645892703
2013,Cuyo,Mendoza,GC2,1417,3683626,41.631411353177,39.4901342988026,43.8585475296689
2014,Cuyo,Mendoza,GC2,1118,3727618,32.0509362268399,30.1979931886373,33.9877553243481
2015,Cuyo,Mendoza,GC2,1330,3771102,37.2078740650782,35.2334112816244,39.2641132848794
2016,Cuyo,Mendoza,GC2,1071,3814090,29.1213150028605,27.4021839402365,30.9199967554575
2017,Cuyo,Mendoza,GC2,1039,3856608,27.4881724138002,25.8411965914201,29.2125545988547
2018,Cuyo,Mendoza,GC2,1006,3898586,25.9937040198295,24.4112685524581,27.6517540236039
2019,Cuyo,Mendoza,GC2,1129,3939964,28.5223484490169,26.8814677053092,30.237134311004
2020,Cuyo,Mendoza,GC2,1236,3980676,30.3957472668089,28.7231859876515,32.1402277461844
2021,Cuyo,Mendoza,GC2,1210,4020726,29.0665915284493,27.4497295170803,30.7537383242154
2022,Cuyo,Mendoza,GC2,1327,4060122,30.8494347670984,29.2092930675645,32.5575847893729
2023,Cuyo,Mendoza,GC2,1058,4098822,23.998966014583,22.5712726593621,25.4931390522271
2010,Cuyo,Mendoza,GC3,1081,3549474,34.21616127772,32.2041389244306,36.3208450271966
2011,Cuyo,Mendoza,GC3,1122,3594470,34.6262908426585,32.6272120311408,36.7156953261907
2012,Cuyo,Mendoza,GC3,1241,3639216,37.3375435059601,35.2865265435223,39.4765710397753
2013,Cuyo,Mendoza,GC3,1147,3683626,33.685891053448,31.7623908060474,35.6953264675364
2014,Cuyo,Mendoza,GC3,985,3727618,28.2140819244962,26.4777239520441,30.0343123539921
2015,Cuyo,Mendoza,GC3,950,3771102,26.6238412071542,24.9557465693696,28.3740212192474
2016,Cuyo,Mendoza,GC3,978,3814090,26.7278812267337,25.0772837944781,28.4585009149638
2017,Cuyo,Mendoza,GC3,821,3856608,22.0286691215214,20.5463501205223,23.5896127103168
2018,Cuyo,Mendoza,GC3,1075,3898586,28.0063954898724,26.3558243140445,29.7331990165392
2019,Cuyo,Mendoza,GC3,1119,3939964,28.3442575258056,26.7064448129544,30.0561741705166
2020,Cuyo,Mendoza,GC3,1015,3980676,25.2227319410217,23.6929537800841,26.8252752561198
2021,Cuyo,Mendoza,GC3,899,4020726,21.8024780610769,20.3983513232288,23.2776866996227
2022,Cuyo,Mendoza,GC3,938,4060122,22.1544226811719,20.7565211406514,23.621564099366
2023,Cuyo,Mendoza,GC3,918,4098822,21.0838338971945,19.7384186908006,22.4966309733558
2010,Cuyo,Mendoza,GC4,1383,3549474,43.8211047512124,41.5390565751974,46.1957993318655
2011,Cuyo,Mendoza,GC4,1523,3594470,47.076043270383,44.7388904013293,49.5035191359659
2012,Cuyo,Mendoza,GC4,1483,3639216,44.7436377175919,42.4922930437907,47.0831797579338
2013,Cuyo,Mendoza,GC4,1581,3683626,46.2075324693069,43.9550872389368,48.5453819426877
2014,Cuyo,Mendoza,GC4,2026,3727618,57.8821727729004,55.3858734493827,60.4618819176794
2015,Cuyo,Mendoza,GC4,2071,3771102,57.8867458715667,55.4180141759651,60.437048825429
2016,Cuyo,Mendoza,GC4,2403,3814090,65.4601221355291,62.8668726068391,68.1328148916396
2017,Cuyo,Mendoza,GC4,2216,3856608,58.9568545813488,56.5260117155321,61.4652977601979
2018,Cuyo,Mendoza,GC4,2084,3898586,54.1767874556703,51.8740545607762,56.555364736199
2019,Cuyo,Mendoza,GC4,1969,3939964,49.8725661624992,47.6922899149396,52.1267592325018
2020,Cuyo,Mendoza,GC4,2254,3980676,55.8652577576644,53.5803712026323,58.2224570408348
2021,Cuyo,Mendoza,GC4,2185,4020726,52.7743931681217,50.5816939645034,55.0375939087563
2022,Cuyo,Mendoza,GC4,2311,4060122,54.0576818176985,51.8724608946616,56.3111882933851
2023,Cuyo,Mendoza,GC4,2003,4098822,45.5342888568506,43.5576588031421,47.5773499018536
2010,Cuyo,Cuyo2,GC1,1013,2965204,46.775189099813,43.9126673979592,49.7740068278554
2011,Cuyo,Cuyo2,GC1,1084,3005160,48.1338736714001,45.2847586177861,51.1140152204467
2012,Cuyo,Cuyo2,GC1,1165,3045280,50.4442127170197,47.5674198745726,53.4485095829996
2013,Cuyo,Cuyo2,GC1,1139,3085514,47.7429182208869,44.990898682641,50.6183298037566
2014,Cuyo,Cuyo2,GC1,1174,3125804,48.0463324275389,45.3215397614377,50.8914172542788
2015,Cuyo,Cuyo2,GC1,1302,3166076,51.7075126816396,48.9242506625988,54.6073103486929
2016,Cuyo,Cuyo2,GC1,1231,3206326,47.3617778163544,44.7415148018725,50.094944641133
2017,Cuyo,Cuyo2,GC1,1281,3246532,48.2122974795478,45.599161796809,50.9357593735708
2018,Cuyo,Cuyo2,GC1,1359,3286626,49.2505711470473,46.6593160408654,51.9479713752238
2019,Cuyo,Cuyo2,GC1,1573,3326524,55.3886207795025,52.679016577454,58.2012293229329
2020,Cuyo,Cuyo2,GC1,1921,3366152,65.596268387873,62.6911643927292,68.6011085939833
2021,Cuyo,Cuyo2,GC1,2313,3405494,76.4541702428297,73.3669632922802,79.6378063029891
2022,Cuyo,Cuyo2,GC1,2497,3444538,80.0662212213682,76.9544688291966,83.2714595753587
2023,Cuyo,Cuyo2,GC1,1923,3483226,59.5919768528718,56.9571231671411,62.3172407477591
2010,Cuyo,Cuyo2,GC2,680,2965204,32.0497777863079,29.6702297762075,34.5684063157337
2011,Cuyo,Cuyo2,GC2,778,3005160,35.3057075570129,32.8510349124307,37.8942349041012
2012,Cuyo,Cuyo2,GC2,707,3045280,30.7382695267103,28.4981436289609,33.1067240304896
2013,Cuyo,Cuyo2,GC2,655,3085514,27.6820062426953,25.5896841891261,29.8990076562053
2014,Cuyo,Cuyo2,GC2,598,3125804,24.4137507665443,22.4842740388485,26.4637392437829
2015,Cuyo,Cuyo2,GC2,621,3166076,24.789839938608,22.8695889705395,26.8277100446964
2016,Cuyo,Cuyo2,GC2,793,3206326,30.6001561537993,28.4992657639062,32.814488665797
2017,Cuyo,Cuyo2,GC2,788,3246532,29.4340005105152,27.4069440856634,31.5708691500732
2018,Cuyo,Cuyo2,GC2,825,3286626,30.040538743685,28.019733040023,32.168263588895
2019,Cuyo,Cuyo2,GC2,918,3326524,32.2832630710126,30.2233099008295,34.4463840183849
2020,Cuyo,Cuyo2,GC2,911,3366152,31.0438827464144,29.0569480252789,33.1307203208363
2021,Cuyo,Cuyo2,GC2,955,3405494,31.5328721043299,29.561921561566,33.600550250174
2022,Cuyo,Cuyo2,GC2,1010,3444538,32.358033256475,30.3914545032739,34.4183912071661
2023,Cuyo,Cuyo2,GC2,1068,3483226,33.1390644693793,31.1805299888107,35.188358153757
2010,Cuyo,Cuyo2,GC3,731,2965204,33.0550421234739,30.6786168857613,35.565281708263
2011,Cuyo,Cuyo2,GC3,843,3005160,37.5448101236665,35.0322695920761,40.188819556672
2012,Cuyo,Cuyo2,GC3,804,3045280,34.7103943410191,32.3340840646792,37.2141121656468
2013,Cuyo,Cuyo2,GC3,742,3085514,30.9317216003473,28.7323821641158,33.2539544801738
2014,Cuyo,Cuyo2,GC3,713,3125804,28.8794743241799,26.7862141279565,31.0921284543406
2015,Cuyo,Cuyo2,GC3,739,3166076,29.0631147305146,26.995327928213,31.2466855657784
2016,Cuyo,Cuyo2,GC3,781,3206326,29.8127621768418,27.7491767691316,31.9886533459152
2017,Cuyo,Cuyo2,GC3,710,3246532,26.2373975258903,24.335411916354,28.2481033363155
2018,Cuyo,Cuyo2,GC3,647,3286626,23.1924853265828,21.4349282185268,25.0554399784215
2019,Cuyo,Cuyo2,GC3,634,3326524,22.0853773566351,20.3957672737166,23.8773778068757
2020,Cuyo,Cuyo2,GC3,584,3366152,19.6919634798533,18.1245144427041,21.3585191041364
2021,Cuyo,Cuyo2,GC3,604,3405494,19.8544639632944,18.3006366032651,21.504841167066
2022,Cuyo,Cuyo2,GC3,682,3444538,21.7375751513519,20.1353674693788,23.4332873740432
2023,Cuyo,Cuyo2,GC3,623,3483226,19.2834537628291,17.7983031469095,20.8594217898216
2010,Cuyo,Cuyo2,GC4,1809,2965204,85.0752104981918,81.1739728808376,89.1145460630974
2011,Cuyo,Cuyo2,GC4,1825,3005160,82.8828451632604,79.0983408385354,86.8007153475494
2012,Cuyo,Cuyo2,GC4,1864,3045280,81.9505281122659,78.2506166730221,85.7794269470622
2013,Cuyo,Cuyo2,GC4,2048,3085514,87.7391539426903,83.962124203279,91.6416949800525
2014,Cuyo,Cuyo2,GC4,2005,3125804,83.294578129619,79.6732394229342,87.0375617006939
2015,Cuyo,Cuyo2,GC4,2120,3166076,85.6881954383339,82.0678511680003,89.426746864147
2016,Cuyo,Cuyo2,GC4,2345,3206326,91.8522605584552,88.1622032155073,95.6567745275675
2017,Cuyo,Cuyo2,GC4,2178,3246532,82.9045098991612,79.4512650395848,86.4689678689346
2018,Cuyo,Cuyo2,GC4,2085,3286626,76.682448897273,73.4200818300831,80.0522412812272
2019,Cuyo,Cuyo2,GC4,1877,3326524,66.92530976527,63.9270169305291,70.0277604540254
2020,Cuyo,Cuyo2,GC4,1689,3366152,58.0412732041255,55.3030395192349,60.8798884444464
2021,Cuyo,Cuyo2,GC4,1893,3405494,62.8889139880193,60.0854591867739,65.7893378846115
2022,Cuyo,Cuyo2,GC4,1994,3444538,64.1213394604609,61.33627907201,67.0002156293454
2023,Cuyo,Cuyo2,GC4,1713,3483226,53.2321997767239,50.7402619124114,55.8148351732539
2010,NEA,Chaco,GC1,1886,2160034,138.499200724575,132.182716651149,145.034579333617
2011,NEA,Chaco,GC1,1683,2185250,120.679406528826,114.86991220198,126.702259399768
2012,NEA,Chaco,GC1,1804,2210560,126.132105661826,120.270748002747,132.201239485947
2013,NEA,Chaco,GC1,1714,2235906,118.247287375056,112.625076240526,124.074065784141
2014,NEA,Chaco,GC1,1789,2261216,120.564077059009,114.957162073194,126.370596330411
2015,NEA,Chaco,GC1,1954,2286402,126.127923980414,120.512308785134,131.934665545912
2016,NEA,Chaco,GC1,1932,2311446,121.888599265068,116.441880754715,127.521768009274
2017,NEA,Chaco,GC1,1780,2336330,109.909662853292,104.802275592185,115.19933943941
2018,NEA,Chaco,GC1,1824,2360954,108.877533075071,103.881754592243,114.049411880575
2019,NEA,Chaco,GC1,1882,2385232,109.538390150286,104.597665954788,114.65051793919
2020,NEA,Chaco,GC1,1910,2409082,107.171255630573,102.376368432656,112.131240169187
2021,NEA,Chaco,GC1,2208,2432494,121.026280336558,115.993424018777,126.220097495548
2022,NEA,Chaco,GC1,2528,2455472,135.186852289526,129.935050251596,140.595447223027
2023,NEA,Chaco,GC1,2404,2477978,123.890571563488,118.958959849232,128.973229400364
2010,NEA,Chaco,GC2,476,2160034,35.2575658938281,32.0992790261228,38.6378588386246
2011,NEA,Chaco,GC2,469,2185250,33.6320946771465,30.5955230160613,36.88376436354
2012,NEA,Chaco,GC2,480,2210560,32.0747048014715,29.1936444538081,35.1574065402477
2013,NEA,Chaco,GC2,544,2235906,35.6315670119946,32.6294994571144,38.8305471875988
2014,NEA,Chaco,GC2,518,2261216,34.3178055684805,31.3756659331187,37.4578849331588
2015,NEA,Chaco,GC2,661,2286402,39.8732898515918,36.8178545534726,43.1099405909962
2016,NEA,Chaco,GC2,615,2311446,37.6456014057309,34.6727145928834,40.8014990400697
2017,NEA,Chaco,GC2,578,2336330,34.5285111402289,31.7212700685965,37.51419881374
2018,NEA,Chaco,GC2,515,2360954,29.8018603324737,27.2461242459218,32.5300582128116
2019,NEA,Chaco,GC2,568,2385232,32.2163193022017,29.5864791922464,35.0148452687243
2020,NEA,Chaco,GC2,570,2409082,31.2875369980081,28.7388283528056,33.9994304725
2021,NEA,Chaco,GC2,572,2432494,30.1319842708703,27.6811040482565,32.7395016364025
2022,NEA,Chaco,GC2,570,2455472,30.0031086413615,27.569708907392,32.5923103815462
2023,NEA,Chaco,GC2,529,2477978,27.1092825268951,24.8319457643581,29.5381738189284
2010,NEA,Chaco,GC3,423,2160034,30.0889563824941,27.2287704732383,33.1629105155785
2011,NEA,Chaco,GC3,509,2185250,34.8853571983892,31.8547880486413,38.1216759045148
2012,NEA,Chaco,GC3,535,2210560,35.8535052030316,32.8210209747044,39.0866228527111
2013,NEA,Chaco,GC3,526,2235906,35.1778577626991,32.1883858115539,38.3668631193909
2014,NEA,Chaco,GC3,475,2261216,30.9358019760113,28.1724110892582,33.8936525670288
2015,NEA,Chaco,GC3,585,2286402,37.0389971655729,34.052798384441,40.2138402009214
2016,NEA,Chaco,GC3,604,2311446,37.2917817021524,34.3412892537049,40.4256082790805
2017,NEA,Chaco,GC3,551,2336330,32.7172788134393,30.0073270464235,35.603810009467
2018,NEA,Chaco,GC3,601,2360954,34.9282811046579,32.1592290007262,37.8698365905682
2019,NEA,Chaco,GC3,586,2385232,32.9356183506165,30.2896349464754,35.7486063524551
2020,NEA,Chaco,GC3,577,2409082,31.3376126263346,28.8081383758861,34.0280208726805
2021,NEA,Chaco,GC3,585,2432494,31.2533535176178,28.7507022203578,33.9141023904707
2022,NEA,Chaco,GC3,565,2455472,29.0654286711732,26.6997324025253,31.5832841458178
2023,NEA,Chaco,GC3,572,2477978,28.8078860312473,26.4820643562249,31.2823522865931
2010,NEA,Chaco,GC4,1195,2160034,87.7420543851299,82.7255933382193,92.9779772814698
2011,NEA,Chaco,GC4,1147,2185250,82.0908721504207,77.3046405063088,87.0909356433709
2012,NEA,Chaco,GC4,1160,2210560,81.1904447249564,76.4973649224218,86.0919879325175
2013,NEA,Chaco,GC4,1215,2235906,82.9817270724835,78.3007709911648,87.8657346711199
2014,NEA,Chaco,GC4,1218,2261216,81.1974218351953,76.6291028898155,85.9636563261722
2015,NEA,Chaco,GC4,1319,2286402,85.9058170776144,81.268593941949,90.7359177062482
2016,NEA,Chaco,GC4,1469,2311446,94.0820783000821,89.2784440452322,99.0748107946257
2017,NEA,Chaco,GC4,1391,2336330,87.0140032576312,82.457761173448,91.7546748118802
2018,NEA,Chaco,GC4,1559,2360954,94.4855895870837,89.8103506338354,99.33936843385
2019,NEA,Chaco,GC4,1552,2385232,91.1578640481821,86.6426609126671,95.8458921170829
2020,NEA,Chaco,GC4,1450,2409082,81.7148458794697,77.5292525852049,86.066307151034
2021,NEA,Chaco,GC4,1598,2432494,87.4698126287919,83.2046652455857,91.8957980357847
2022,NEA,Chaco,GC4,1788,2455472,95.6658860573263,91.2564113812034,100.232381294445
2023,NEA,Chaco,GC4,1732,2477978,90.0218548054756,85.810931013197,94.3851813337854
2010,NEA,Corrientes,GC1,1604,2035462,111.949475026949,106.48305673147,117.621637223055
2011,NEA,Corrientes,GC1,1645,2056496,110.953584018058,105.599641695115,116.506458417341
2012,NEA,Corrientes,GC1,1703,2077572,112.221513016672,106.908118936252,117.728873730487
2013,NEA,Corrientes,GC1,1733,2098650,111.276981607881,106.05921531396,116.68353494434
2014,NEA,Corrientes,GC1,1682,2119672,104.395248666185,99.4265783685493,109.546452868942
2015,NEA,Corrientes,GC1,1701,2140566,103.699378602908,98.801290329018,108.776379868771
2016,NEA,Corrientes,GC1,1968,2161310,116.034999795939,110.93616683524,121.306740686783
2017,NEA,Corrientes,GC1,1857,2181876,106.608869190873,101.791897970607,111.594093336491
2018,NEA,Corrientes,GC1,1580,2202168,88.5807769241171,84.2499895437731,93.0758244918366
2019,NEA,Corrientes,GC1,1596,2222104,86.3422049836528,82.1422881474881,90.7006012626238
2020,NEA,Corrientes,GC1,1738,2241602,91.9425673828773,87.6608448004117,96.3789820495869
2021,NEA,Corrientes,GC1,2054,2260640,105.664835564234,101.136577365376,110.343344560623
2022,NEA,Corrientes,GC1,2352,2279208,117.393664096103,112.690791502772,122.242187461164
2023,NEA,Corrientes,GC1,1963,2297262,95.1277629942082,90.9616830041754,99.4353032294302
2010,NEA,Corrientes,GC2,591,2035462,40.608151931574,37.3572057694741,44.0633862713564
2011,NEA,Corrientes,GC2,577,2056496,38.5981869579198,35.4769099774306,41.9180504931776
2012,NEA,Corrientes,GC2,613,2077572,39.4571537388593,36.361270982558,42.7439399708853
2013,NEA,Corrientes,GC2,660,2098650,41.5767180528292,38.4310970988315,44.9090491191831
2014,NEA,Corrientes,GC2,583,2119672,35.6042270287348,32.744102267609,38.6453519513156
2015,NEA,Corrientes,GC2,629,2140566,37.3887858240988,34.4980229677919,40.4554467095252
2016,NEA,Corrientes,GC2,631,2161310,36.7773685235376,33.9427195202033,39.7842185483233
2017,NEA,Corrientes,GC2,567,2181876,32.2108145760527,29.5979337049513,34.9914463493609
2018,NEA,Corrientes,GC2,471,2202168,26.1079683038796,23.7914691277845,28.588196519561
2019,NEA,Corrientes,GC2,418,2222104,22.3611625393862,20.2589861227207,24.6214289545628
2020,NEA,Corrientes,GC2,433,2241602,22.7648169552129,20.664545028634,25.0201659192117
2021,NEA,Corrientes,GC2,503,2260640,25.5907020373576,23.3971315474997,27.9341153550135
2022,NEA,Corrientes,GC2,532,2279208,26.6020823799623,24.3865186554299,28.9646584487592
2023,NEA,Corrientes,GC2,511,2297262,24.661736854166,22.5667621187307,26.8986535265015
2010,NEA,Corrientes,GC3,468,2035462,31.341851456092,28.5256735542451,34.3577367779098
2011,NEA,Corrientes,GC3,440,2056496,29.1151529207597,26.4315045500914,31.9953078873837
2012,NEA,Corrientes,GC3,529,2077572,33.9980994451554,31.1365957373276,37.0500334201381
2013,NEA,Corrientes,GC3,481,2098650,29.836488537548,27.2017000806499,32.6554831305192
2014,NEA,Corrientes,GC3,503,2119672,30.8820890683967,28.2238488791122,33.7219136785013
2015,NEA,Corrientes,GC3,507,2140566,30.2535948382977,27.6560432040127,33.0278581334162
2016,NEA,Corrientes,GC3,597,2161310,34.8087984677189,32.05531957333,37.734403698632
2017,NEA,Corrientes,GC3,532,2181876,30.1461691276809,27.6245392168544,32.8351202130027
2018,NEA,Corrientes,GC3,549,2202168,30.3794855603499,27.8813237315547,33.0407333609511
2019,NEA,Corrientes,GC3,541,2222104,28.9831936628938,26.583430147668,31.5408146059789
2020,NEA,Corrientes,GC3,512,2241602,26.6388102556334,24.3748055923353,29.0560538754615
2021,NEA,Corrientes,GC3,566,2260640,28.88436465662,26.5496273347445,31.3691326043558
2022,NEA,Corrientes,GC3,592,2279208,29.3625645672152,27.041190105001,31.829685839444
2023,NEA,Corrientes,GC3,601,2297262,29.0771675938136,26.7964263605191,31.4999919520888
2010,NEA,Corrientes,GC4,943,2035462,66.3716367979559,62.1671572942419,70.7838019181601
2011,NEA,Corrientes,GC4,873,2056496,59.2978338069814,55.3952918162996,63.4009384005404
2012,NEA,Corrientes,GC4,1002,2077572,66.6005731101308,62.5088520840327,70.8882115255954
2013,NEA,Corrientes,GC4,1062,2098650,68.9662395263268,64.853408149283,73.2702122712752
2014,NEA,Corrientes,GC4,1036,2119672,65.006697896753,61.0827032244773,69.1153904204744
2015,NEA,Corrientes,GC4,953,2140566,58.3226185028849,54.6591248405909,62.166097680655
2016,NEA,Corrientes,GC4,1228,2161310,72.9673045442912,68.9229149338783,77.1861795241509
2017,NEA,Corrientes,GC4,1229,2181876,71.223799551805,67.2821839433479,75.3353957683222
2018,NEA,Corrientes,GC4,1268,2202168,71.4216828138591,67.5316824697899,75.4767776345413
2019,NEA,Corrientes,GC4,1443,2222104,78.9395653246609,74.9081174496822,83.1311680923593
2020,NEA,Corrientes,GC4,1128,2241602,59.7083478570071,56.2666958611009,63.3050819280782
2021,NEA,Corrientes,GC4,1265,2260640,65.0754266860834,61.5327814793005,68.7686066758912
2022,NEA,Corrientes,GC4,1389,2279208,69.1923602628254,65.595862122828,72.9345460490399
2023,NEA,Corrientes,GC4,1114,2297262,54.0868492495235,50.95477086944,57.3609661428861
2010,NEA,Formosa,GC1,445,1103252,65.0045727245952,58.9666980149752,71.4819742178083
2011,NEA,Formosa,GC1,416,1114446,57.5470060429932,52.0018353537444,63.510232173151
2012,NEA,Formosa,GC1,409,1125588,55.2291300478397,49.8839539676034,60.9808583154437
2013,NEA,Formosa,GC1,361,1136662,46.8636776855333,42.0506591730535,52.0673805751663
2014,NEA,Formosa,GC1,406,1147646,50.7130271151886,45.7997221704606,56.0014710911878
2015,NEA,Formosa,GC1,483,1158500,57.9696796021702,52.8262229519108,63.4719577199556
2016,NEA,Formosa,GC1,636,1169228,74.6437381212321,68.8751004388167,80.7613871069149
2017,NEA,Formosa,GC1,596,1179832,68.8071739027255,63.3411390597681,74.6151994774144
2018,NEA,Formosa,GC1,621,1190258,69.0967329252978,63.7204518945918,74.8023217137394
2019,NEA,Formosa,GC1,566,1200458,60.2054206080744,55.3072098635472,65.418391225891
2020,NEA,Formosa,GC1,472,1210386,48.7305523299156,44.4005265893442,53.3662854587795
2021,NEA,Formosa,GC1,739,1220038,74.5084559193584,69.2064778360199,80.1073139346527
2022,NEA,Formosa,GC1,476,1229412,46.7094700663429,42.5924711713785,51.1158659706181
2023,NEA,Formosa,GC1,336,1238480,31.8447841684522,28.5200765178797,35.4496725491242
2010,NEA,Formosa,GC2,185,1103252,27.8008863598181,23.8855392779649,32.1679639947014
2011,NEA,Formosa,GC2,176,1114446,24.2925363251057,20.7707112028265,28.2315930339365
2012,NEA,Formosa,GC2,149,1125588,20.9105380110123,17.6492945785543,24.5939852320847
2013,NEA,Formosa,GC2,171,1136662,22.9510076509621,19.600544153208,26.7045294969683
2014,NEA,Formosa,GC2,197,681990,36.3463968671086,31.397266005078,41.8478206483841
2015,NEA,Formosa,GC2,250,1158500,29.4625079341463,25.8665554796454,33.4123193974149
2016,NEA,Formosa,GC2,244,1169228,28.8993385237294,25.3492428596415,32.8032768493495
2017,NEA,Formosa,GC2,250,1179832,28.2577022072215,24.825036298375,32.0281589437568
2018,NEA,Formosa,GC2,279,1190258,30.7593139054822,27.2201869140921,34.6271887089578
2019,NEA,Formosa,GC2,242,1200458,25.7643126127642,22.5915665977892,29.2546640353793
2020,NEA,Formosa,GC2,200,1210386,20.812507624252,18.0101484951352,23.9251003129262
2021,NEA,Formosa,GC2,310,1220038,30.7895587725004,27.4397253127922,34.4338372399865
2022,NEA,Formosa,GC2,232,1229412,22.9007988138081,20.0414729726482,26.0527920761655
2023,NEA,Formosa,GC2,204,1238480,19.3259970736922,16.75905357463,22.1741498774424
2010,NEA,Formosa,GC3,181,1103252,25.0802574818288,21.4672599245552,29.1149664105108
2011,NEA,Formosa,GC3,181,1114446,23.9103821950598,20.4709687223309,27.751246194514
2012,NEA,Formosa,GC3,208,1125588,27.5219064296332,23.849397542717,31.5926283262828
2013,NEA,Formosa,GC3,190,1136662,24.614296442754,21.1835916267359,28.4352575134187
2014,NEA,Formosa,GC3,266,1147646,33.4910104524574,29.5394336800118,37.8189610999722
2015,NEA,Formosa,GC3,283,1158500,34.8687997771927,30.8801394006941,39.225207578415
2016,NEA,Formosa,GC3,312,1169228,36.1721970488329,32.2195658060342,40.4710905422646
2017,NEA,Formosa,GC3,284,1179832,32.3389752467454,28.6534991109432,36.3636175181548
2018,NEA,Formosa,GC3,253,1190258,27.6850457511802,24.3485211887664,31.3478460411005
2019,NEA,Formosa,GC3,219,1200458,23.2800988739515,20.2782004305957,26.5987509528143
2020,NEA,Formosa,GC3,208,1210386,21.3121157402346,18.4970393051248,24.4324331139975
2021,NEA,Formosa,GC3,231,1220038,22.8854153290031,20.0157396037566,26.0494876399764
2022,NEA,Formosa,GC3,226,1229412,22.0992102033224,19.3030704072749,25.1855328524901
2023,NEA,Formosa,GC3,201,1238480,18.9241449804417,16.3925269944423,21.7352853174417
2010,NEA,Formosa,GC4,673,1103252,97.6176430303447,90.2135216019566,105.456839060479
2011,NEA,Formosa,GC4,648,1114446,90.2008256468963,83.2459112036455,97.5724814199739
2012,NEA,Formosa,GC4,661,1125588,89.9696184060629,83.1259916806653,97.2191351981876
2013,NEA,Formosa,GC4,801,1136662,106.096012602134,98.7756082249269,113.809661370046
2014,NEA,Formosa,GC4,758,1147646,97.7947972267955,90.869192293854,105.103157855202
2015,NEA,Formosa,GC4,857,1158500,105.259113046645,98.242309008481,112.639975685823
2016,NEA,Formosa,GC4,950,1169228,111.736672734479,104.663526119263,119.157882267887
2017,NEA,Formosa,GC4,809,1179832,92.8101560457609,86.4636749537208,99.4958244389236
2018,NEA,Formosa,GC4,801,1190258,88.7450619138359,82.6472024593718,95.1704919371121
2019,NEA,Formosa,GC4,817,1200458,88.1681315189317,82.1825231610489,94.472024885047
2020,NEA,Formosa,GC4,741,1210386,77.6998542412752,72.178171374932,83.5302890167737
2021,NEA,Formosa,GC4,814,1220038,82.1325210507234,76.5615542894383,88.0002854219874
2022,NEA,Formosa,GC4,1286,1229412,126.56198612444,119.717062064207,133.695326593858
2023,NEA,Formosa,GC4,958,1238480,91.2336441633307,85.5349665054314,97.211543754224
2010,NEA,Misiones,GC1,1088,2226558,82.9936475907279,77.9589245005174,88.2594733045851
2011,NEA,Misiones,GC1,681,2257596,49.0403112248579,45.2843149611983,53.0156727065796
2012,NEA,Misiones,GC1,771,2288378,53.038299229797,49.229306341695,57.0559674525576
2013,NEA,Misiones,GC1,532,2318890,34.8106482131211,31.809939843535,38.0104667084879
2014,NEA,Misiones,GC1,334,2349084,21.0663493969732,18.7786596416363,23.5474305103033
2015,NEA,Misiones,GC1,337,2378892,19.5900052115192,17.4739875892701,21.8840677591192
2016,NEA,Misiones,GC1,360,2408364,20.9455052725624,18.7668578842427,23.3012549219419
2017,NEA,Misiones,GC1,457,2437542,26.5239457684269,24.0841026251225,29.1389589098466
2018,NEA,Misiones,GC1,292,2466354,16.083528713898,14.2414555642444,18.0926718896147
2019,NEA,Misiones,GC1,331,2494724,17.8511938123992,15.9341983274589,19.9310098996786
2020,NEA,Misiones,GC1,300,2522588,15.6957599403023,13.9352516172585,17.6136946431836
2021,NEA,Misiones,GC1,302,2549984,15.2874262646191,13.580130072876,17.1468600217277
2022,NEA,Misiones,GC1,434,2576952,21.7608715027874,19.7322612099849,23.939088049736
2023,NEA,Misiones,GC1,336,2603446,16.0638402898517,14.3674248461958,17.9032165491673
2010,NEA,Misiones,GC2,709,2226558,56.7442505422742,52.5380342112836,61.1910749392601
2011,NEA,Misiones,GC2,746,2257596,57.5912033143696,53.4306195121111,61.9836268556431
2012,NEA,Misiones,GC2,658,2288378,47.8097193009301,44.1297831037665,51.7084225896589
2013,NEA,Misiones,GC2,390,2318890,27.2487740811484,24.5437311878096,30.1647215732903
2014,NEA,Misiones,GC2,222,2349084,14.689367612963,12.7745523892422,16.8047836711346
2015,NEA,Misiones,GC2,228,2378892,14.7340206508018,12.8442314862139,16.8190222698576
